EmployeeID,FirstName,LastName,Gender,State,City,BirthDate,HireDate,TerminationDate,Department,JobTitle,EducationLevel,PerformanceRating,Overtime,Salary,AdjustedSalary
HR04374,Myra,Nair,Female,Maharashtra,Pune,1999-06-21,2021-07-13,,Sales,Sales Executive,Bachelor's,Good,Yes,74911,80230
HR04375,Pooja,Shah,Female,Tamil Nadu,Madurai,1979-05-28,2020-03-10,,Sales,Sales Executive,Bachelor's,Good,No,83805,91550
HR04376,Aditya,Nath,Male,Maharashtra,Nashik,1977-01-28,2016-12-28,,IT,Tech Lead,Master's,Good,No,253104,283983
HR04377,Arjun,Bhattacharya,Female,Rajasthan,Udaipur,1967-11-28,2018-01-10,,Operations,Operations Manager,Diploma,Good,Yes,148646,157744
HR04378,Kiran,Khan,Female,Rajasthan,Udaipur,1986-08-08,2021-09-17,,IT,Tech Lead,Master's,Satisfactory,Yes,197122,225594
HR04379,Diya,Khan,Female,Tamil Nadu,Madurai,1998-08-09,2019-10-19,,Admin,Office Assistant,Bachelor's,Needs Improvement,No,17660,18914
HR04380,Pavan,Gupta,Male,Maharashtra,Mumbai,1969-04-08,2016-05-05,,Operations,Logistics Coordinator,Bachelor's,Good,Yes,71563,76644
HR04381,Sunil,Bose,Male,West Bengal,Siliguri,1989-02-06,2023-05-15,,Marketing,Marketing Executive,Bachelor's,Good,No,34294,36369
HR04382,Shaurya,Kapoor,Female,Rajasthan,Udaipur,1970-11-27,2023-06-11,,Operations,Logistics Coordinator,Bachelor's,Excellent,Yes,52653,58083
HR04383,Tara,Reddy,Female,Karnataka,Mysore,1968-10-21,2021-10-28,,IT,DevOps Engineer,Bachelor's,Satisfactory,No,104190,114935
HR04384,Pavan,Chopra,Female,Uttar Pradesh,Meerut,1980-11-02,2018-02-09,,R&D,Senior Researcher,PhD,Good,No,117910,141075
HR04385,Ritika,Tripathi,Male,Telangana,Warangal,1974-06-10,2016-01-18,,Marketing,Content Strategist,Bachelor's,Good,No,64770,69369
HR04386,Aarav,Dutta,Male,Uttar Pradesh,Meerut,1987-03-15,2022-12-26,,IT,DevOps Engineer,Bachelor's,Satisfactory,No,77354,82846
HR04387,Pavan,Khan,Male,Gujarat,Vadodara,1986-03-09,2016-04-20,,Finance,Finance Analyst,Master's,Good,No,114734,127469
HR04388,Amit,Jain,Male,Punjab,Amritsar,1993-03-08,2017-07-15,,Sales,Sales Executive,Diploma,Excellent,No,46728,47663
HR04389,Vihaan,Gupta,Male,Telangana,Nizamabad,1996-12-04,2022-12-27,,Operations,Logistics Coordinator,Diploma,Excellent,Yes,38127,39278
HR04390,Kiran,Ghosh,Male,Karnataka,Mangalore,1987-10-15,2017-11-12,,Marketing,Marketing Executive,Master's,Good,No,33578,37305
HR04391,Ritika,Shah,Male,Delhi,Rohini,1989-12-25,2019-01-09,,HR,HR Manager,Bachelor's,Satisfactory,No,126378,134024
HR04392,Aditya,Gupta,Male,Rajasthan,Bikaner,1990-03-12,2022-12-24,,IT,QA Engineer,Master's,Needs Improvement,Yes,86499,96100
HR04393,Ritika,Reddy,Male,Punjab,Amritsar,1992-03-29,2022-09-12,,Sales,Sales Executive,Bachelor's,Satisfactory,Yes,67430,71510
HR04394,Pavan,Bhattacharya,Female,Tamil Nadu,Madurai,1979-08-25,2022-07-23,,Sales,Account Executive,Bachelor's,Good,No,106926,116808
HR04395,Amit,Bose,Male,Rajasthan,Jaipur,1969-09-27,2023-09-20,,Finance,Accountant,Master's,Good,No,64150,72682
HR04396,Arjun,Ghosh,Male,Tamil Nadu,Coimbatore,1974-11-26,2020-08-18,,Marketing,Marketing Manager,Master's,Satisfactory,Yes,138842,155781
HR04397,Myra,Rao,Male,Rajasthan,Jaipur,1974-10-07,2018-06-18,,R&D,Research Associate,Bachelor's,Good,Yes,73359,78567
HR04398,Kiran,Mehta,Male,Karnataka,Hubli,1998-07-16,2023-09-25,,Finance,Accountant,Master's,Good,No,77398,85989
HR04399,Priya,Singh,Male,Delhi,Rohini,1981-07-09,2022-10-22,,HR,HR Executive,Bachelor's,Satisfactory,No,45850,49105
HR04400,Aadhya,Mehta,Female,Rajasthan,Udaipur,1994-12-14,2017-07-20,,IT,Software Engineer,Master's,Good,No,91351,102496
HR04401,Ananya,Bose,Male,Gujarat,Rajkot,1990-10-18,2021-11-16,,R&D,Research Associate,Bachelor's,Excellent,No,66628,70659
HR04402,Neha,Kulkarni,Male,Gujarat,Surat,1985-05-04,2023-12-14,,Operations,Operations Executive,Bachelor's,Good,Yes,79740,85402
HR04403,Aarav,Dutta,Female,Punjab,Patiala,1987-07-22,2021-03-20,,Operations,Supply Chain Analyst,Diploma,Good,No,103745,109016
HR04404,Sunil,Kumar,Female,Maharashtra,Aurangabad,1990-08-02,2021-01-31,,Operations,Logistics Coordinator,Diploma,Satisfactory,No,39550,41559
HR04405,Aditya,Iyer,Female,Gujarat,Surat,1996-08-02,2020-01-04,2023-04-18,HR,HR Executive,Master's,Good,Yes,80162,89942
HR04406,Ananya,Nair,Male,West Bengal,Siliguri,1967-07-28,2021-12-17,,IT,QA Engineer,Bachelor's,Good,Yes,97644,105602
HR04407,Ishaan,Shah,Male,Rajasthan,Bikaner,1973-07-03,2015-06-15,,HR,L&D Specialist,Bachelor's,Good,Yes,90943,97400
HR04408,Anil,Saxena,Male,West Bengal,Kolkata,1988-08-28,2017-03-30,,Sales,Sales Executive,Diploma,Satisfactory,No,45962,47350
HR04409,Aarohi,Joshi,Female,Maharashtra,Mumbai,1976-09-25,2022-01-27,,IT,IT Support,Bachelor's,Good,No,30297,33097
HR04410,Diya,Shah,Female,Telangana,Warangal,1991-05-30,2016-09-28,2021-08-30,HR,HR Executive,Master's,Needs Improvement,No,30650,34733
HR04411,Suresh,Verma,Female,West Bengal,Kolkata,1978-06-30,2024-07-31,,HR,Talent Acquisition Specialist,Master's,Satisfactory,Yes,40447,46289
HR04412,Ishaan,Shah,Female,Karnataka,Mysore,1984-06-03,2022-03-31,,Finance,Accountant,Master's,Excellent,No,61316,70172
HR04413,Ishaan,Singh,Male,Telangana,Nizamabad,1982-06-01,2020-11-09,,R&D,Research Associate,Bachelor's,Satisfactory,No,95372,102143
HR04414,Aarav,Patel,Female,Delhi,Dwarka,1978-10-01,2021-09-28,,Finance,Finance Manager,Bachelor's,Good,Yes,113355,123831
HR04415,Aarohi,Sharma,Female,Telangana,Hyderabad,1984-01-22,2020-06-11,,Sales,Account Executive,Diploma,Excellent,Yes,42345,44937
HR04416,Amit,Singh,Female,Rajasthan,Jaipur,1981-04-10,2024-05-05,2024-12-09,Sales,Senior Sales Executive,Bachelor's,Excellent,Yes,122850,134204
HR04417,Vivaan,Bhattacharya,Male,Punjab,Amritsar,1992-04-18,2017-05-18,,Customer Support,Customer Support Rep,High School,Satisfactory,Yes,45012,45462
HR04418,Kavya,Rao,Male,Gujarat,Ahmedabad,1999-12-22,2021-03-30,,HR,HR Executive,Bachelor's,Needs Improvement,Yes,33009,34659
HR04419,Ananya,Nath,Female,Maharashtra,Aurangabad,1976-09-30,2020-11-09,,Customer Support,Customer Support Rep,High School,Excellent,No,26163,27220
HR04420,Krishna,Sharma,Male,Punjab,Amritsar,1981-05-18,2017-02-05,,Customer Support,Support Team Lead,Diploma,Needs Improvement,No,78187,81346
HR04421,Suresh,Kapoor,Male,Maharashtra,Aurangabad,1979-02-03,2022-08-10,,R&D,Research Associate,Master's,Excellent,Yes,38034,42674
HR04422,Pavan,Agarwal,Female,Rajasthan,Bikaner,1964-09-06,2022-10-22,,R&D,Senior Researcher,PhD,Good,Yes,154049,186120
HR04423,Arjun,Desai,Male,Uttar Pradesh,Agra,1981-02-26,2020-03-19,,Operations,Logistics Coordinator,Diploma,Satisfactory,Yes,35690,37132
HR04424,Sai,Nair,Male,Gujarat,Vadodara,1999-06-02,2020-09-26,,Operations,Operations Executive,Diploma,Satisfactory,No,75334,76841
HR04425,Ananya,Ghosh,Male,Maharashtra,Nashik,1974-07-13,2018-04-15,,IT,DevOps Engineer,Bachelor's,Satisfactory,No,142494,152611
HR04426,Neha,Tripathi,Female,Rajasthan,Udaipur,1996-10-20,2017-09-18,,Customer Support,Customer Support Rep,Diploma,Good,No,57481,59803
HR04427,Ananya,Saxena,Male,Delhi,Rohini,1999-06-22,2020-12-12,,Sales,Sales Executive,Bachelor's,Satisfactory,Yes,74888,78632
HR04428,Tara,Desai,Female,Telangana,Hyderabad,1967-08-10,2018-03-13,,HR,HR Manager,Master's,Satisfactory,No,119819,137126
HR04429,Aarav,Gupta,Male,Punjab,Amritsar,1993-11-30,2018-05-19,,Marketing,Marketing Executive,Bachelor's,Good,No,58474,61398
HR04430,Kiran,Kulkarni,Male,Maharashtra,Pune,1983-09-29,2024-02-16,,IT,Senior Software Engineer,Bachelor's,Good,No,175472,187931
HR04431,Pooja,Kohli,Male,Tamil Nadu,Madurai,1980-11-08,2018-09-24,2021-01-07,Customer Support,Senior Support Rep,Bachelor's,Needs Improvement,No,53035,56800
HR04432,Pavan,Dutta,Male,Maharashtra,Nashik,1992-03-19,2022-04-08,,Marketing,Marketing Executive,Master's,Satisfactory,No,40869,45405
HR04433,Vivaan,Jain,Male,Karnataka,Hubli,1984-08-29,2019-12-07,,HR,HR Executive,Bachelor's,Good,No,75814,81197
HR04434,Shaurya,Chopra,Male,Gujarat,Rajkot,1969-07-07,2018-07-05,,Operations,Operations Manager,Diploma,Good,No,116815,121534
HR04435,Vihaan,Naik,Female,Uttar Pradesh,Lucknow,1969-05-17,2018-09-20,,IT,QA Engineer,Bachelor's,Needs Improvement,No,43573,47600
HR04436,Ritika,Naik,Female,Telangana,Nizamabad,1986-01-02,2022-03-23,,Sales,Senior Sales Executive,Bachelor's,Satisfactory,Yes,74532,81420
HR04437,Kavya,Bose,Male,Tamil Nadu,Madurai,1967-07-22,2022-11-25,,IT,QA Engineer,Bachelor's,Good,No,104910,113460
HR04438,Priya,Bose,Female,Uttar Pradesh,Lucknow,1987-03-23,2021-10-20,,Operations,Operations Executive,Bachelor's,Excellent,No,39830,43085
HR04439,Krishna,Rao,Female,Delhi,Dwarka,1986-11-26,2016-08-07,,Marketing,Marketing Manager,Bachelor's,Excellent,Yes,162540,175821
HR04440,Saanvi,Nath,Male,Telangana,Warangal,1983-03-26,2022-11-15,,Finance,Finance Analyst,Master's,Needs Improvement,No,113253,127070
HR04441,Diya,Khan,Female,Rajasthan,Udaipur,1981-02-20,2016-09-21,,Operations,Logistics Coordinator,Diploma,Satisfactory,No,65490,69499
HR04442,Kiran,Pandey,Female,Delhi,New Delhi,1987-04-04,2020-07-15,,Sales,Account Executive,Diploma,Excellent,Yes,67647,71084
HR04443,Pavan,Kapoor,Male,Delhi,New Delhi,1994-09-29,2017-07-10,,Sales,Sales Executive,Bachelor's,Good,Yes,74982,78731
HR04444,Ritika,Bhattacharya,Female,Karnataka,Hubli,1966-03-18,2020-10-03,,Operations,Logistics Coordinator,Diploma,Good,No,53777,57628
HR04445,Shaurya,Kohli,Male,Tamil Nadu,Tiruchirappalli,1991-10-16,2022-07-05,,HR,HR Executive,Bachelor's,Excellent,No,77884,82596
HR04446,Shaurya,Khan,Female,Punjab,Chandigarh,1993-05-01,2024-08-03,,IT,QA Engineer,Bachelor's,Needs Improvement,No,105608,114237
HR04447,Arjun,Pandey,Male,Tamil Nadu,Coimbatore,1970-03-02,2015-12-01,,R&D,Senior Researcher,Bachelor's,Good,Yes,116883,125182
HR04448,Diya,Agarwal,Male,Telangana,Nizamabad,1986-03-29,2020-01-14,2021-02-09,Sales,Senior Sales Executive,Diploma,Good,Yes,120114,123741
HR04449,Krishna,Saxena,Male,Punjab,Chandigarh,1968-08-07,2020-01-19,,Customer Support,Senior Support Rep,Bachelor's,Good,Yes,59669,64532
HR04450,Ananya,Desai,Female,Uttar Pradesh,Meerut,1980-08-17,2021-11-18,,Operations,Operations Executive,Bachelor's,Satisfactory,No,75572,82556
HR04451,Vivaan,Naik,Female,Telangana,Warangal,1980-10-24,2024-08-26,,Finance,Senior Accountant,Master's,Good,Yes,91223,104399
HR04452,Ananya,Tripathi,Male,Uttar Pradesh,Lucknow,1982-08-04,2017-11-18,,Customer Support,Customer Support Rep,High School,Excellent,No,54650,55743
HR04453,Isha,Shah,Female,West Bengal,Howrah,1978-02-09,2015-10-31,,Sales,Account Executive,Diploma,Needs Improvement,No,40237,42700
HR04454,Pavan,Bhattacharya,Female,Telangana,Nizamabad,1976-01-21,2020-11-15,,R&D,Research Associate,PhD,Satisfactory,No,50111,59956
HR04455,Pavan,Pandey,Male,Delhi,Saket,1999-06-30,2022-09-21,,Sales,Sales Executive,Bachelor's,Excellent,No,56913,59759
HR04456,Tara,Singh,Male,West Bengal,Siliguri,1990-10-13,2021-11-05,,Customer Support,Senior Support Rep,Diploma,Good,No,70822,72961
HR04457,Tara,Mehta,Female,West Bengal,Siliguri,1988-10-08,2021-03-27,,Sales,Sales Executive,Bachelor's,Satisfactory,No,83768,90613
HR04458,Sai,Bose,Female,Uttar Pradesh,Meerut,1984-07-29,2019-09-20,,Operations,Operations Executive,Diploma,Good,Yes,54895,58255
HR04459,Sai,Bose,Female,Maharashtra,Pune,1978-09-03,2020-01-09,,HR,HR Executive,Master's,Satisfactory,No,64651,73989
HR04460,Aadhya,Singh,Male,Tamil Nadu,Coimbatore,1986-12-15,2019-10-31,,Marketing,Marketing Executive,Bachelor's,Good,Yes,42178,44730
HR04461,Vihaan,Gupta,Male,Karnataka,Bengaluru,1990-02-15,2021-11-20,,HR,HR Executive,Master's,Good,No,33853,37611
HR04462,Myra,Bhattacharya,Male,Telangana,Hyderabad,1981-11-28,2020-03-20,,Sales,Sales Executive,Diploma,Good,No,26102,27157
HR04463,Sunil,Chopra,Male,Telangana,Nizamabad,1967-12-02,2024-07-17,,Customer Support,Senior Support Rep,High School,Good,No,51794,53348
HR04464,Sunil,Kohli,Female,Karnataka,Mysore,1978-09-08,2019-01-14,,Operations,Operations Executive,Diploma,Good,Yes,31893,33845
HR04465,Aarav,Ghosh,Male,Gujarat,Rajkot,1996-03-01,2018-11-02,,Marketing,Marketing Executive,Master's,Good,No,67840,74624
HR04466,Vivaan,Pandey,Female,Punjab,Ludhiana,1983-03-17,2019-04-23,,Customer Support,Customer Support Rep,High School,Satisfactory,Yes,34035,35410
HR04467,Tara,Chopra,Female,Tamil Nadu,Tiruchirappalli,1978-04-29,2018-10-11,,Customer Support,Customer Support Rep,Diploma,Satisfactory,No,32607,34603
HR04468,Krishna,Joshi,Male,Telangana,Nizamabad,1981-06-05,2023-08-12,,Operations,Operations Executive,Diploma,Satisfactory,No,55753,58005
HR04469,Pooja,Bhattacharya,Female,Rajasthan,Jaipur,1977-06-11,2020-05-04,,Customer Support,Customer Support Rep,High School,Good,No,36042,37498
HR04470,Vivaan,Khan,Male,Rajasthan,Udaipur,1984-11-10,2021-08-24,,Customer Support,Customer Support Rep,Bachelor's,Satisfactory,No,34102,36523
HR04471,Aarohi,Dutta,Female,Telangana,Nizamabad,1995-06-23,2022-04-26,,Operations,Operations Executive,Bachelor's,Needs Improvement,No,41399,44782
HR04472,Saanvi,Tripathi,Female,Rajasthan,Jaipur,1974-05-01,2024-09-06,,Marketing,Content Strategist,Bachelor's,Excellent,No,63278,69126
HR04473,Amit,Kumar,Male,Tamil Nadu,Coimbatore,1975-06-18,2017-02-21,,IT,DevOps Engineer,Master's,Good,No,63323,71048
HR04474,Ananya,Rao,Female,Maharashtra,Nagpur,1997-07-03,2021-08-14,2022-11-05,IT,QA Engineer,Master's,Excellent,No,64903,72821
HR04475,Arjun,Rao,Female,Karnataka,Hubli,1981-12-12,2021-11-13,,Customer Support,Customer Support Rep,Bachelor's,Needs Improvement,No,29863,32623
HR04476,Anil,Nath,Male,Delhi,Rohini,1982-05-15,2021-12-30,,IT,Software Engineer,Master's,Excellent,Yes,85249,95649
HR04477,Vivaan,Mehta,Female,West Bengal,Howrah,1991-06-09,2017-02-23,,Finance,Accountant,Master's,Satisfactory,No,79124,89665
HR04478,Aditya,Mehta,Female,Rajasthan,Jaipur,1980-02-22,2023-11-30,,Customer Support,Customer Support Rep,Diploma,Good,Yes,41842,44403
HR04479,Neha,Patel,Female,Delhi,Rohini,1983-07-25,2019-01-26,2021-05-18,Legal,Legal Counsel,Bachelor's,Excellent,No,150866,164809
HR04480,Myra,Pandey,Male,Karnataka,Mangalore,1972-09-30,2019-11-18,2021-12-05,IT,IT Support,Bachelor's,Excellent,No,43174,46239
HR04481,Pooja,Singh,Female,Maharashtra,Aurangabad,1971-08-19,2015-11-24,2024-02-17,IT,Tech Lead,Master's,Satisfactory,No,258960,296364
HR04482,Pooja,Pandey,Female,Telangana,Hyderabad,1994-11-24,2022-03-14,2023-09-14,Sales,Sales Executive,Diploma,Needs Improvement,No,82160,86334
HR04483,Shaurya,Kulkarni,Male,Uttar Pradesh,Agra,1985-05-30,2022-08-07,2023-05-28,Sales,Account Executive,Bachelor's,Excellent,Yes,102300,109563
HR04484,Ishaan,Khan,Male,Rajasthan,Udaipur,1958-04-29,2017-01-13,,Sales,Sales Manager,Diploma,Satisfactory,No,106531,111921
HR04485,Pavan,Kohli,Male,Gujarat,Rajkot,1999-02-03,2020-06-01,2020-12-21,Sales,Sales Executive,Diploma,Needs Improvement,No,85237,86942
HR04486,Aarohi,Reddy,Female,Tamil Nadu,Madurai,1983-09-13,2019-09-03,,Operations,Operations Manager,Diploma,Satisfactory,No,147617,156652
HR04487,Kavya,Naik,Male,Delhi,New Delhi,1973-09-13,2021-07-01,,IT,Senior Software Engineer,Master's,Excellent,No,98834,110892
HR04488,Saanvi,Pandey,Female,Tamil Nadu,Coimbatore,1972-04-29,2022-12-06,,Finance,Accountant,Master's,Good,No,30053,34394
HR04489,Vihaan,Bose,Male,Gujarat,Surat,1997-03-11,2021-12-30,,IT,Software Engineer,Master's,Satisfactory,Yes,55733,61306
HR04490,Tara,Desai,Male,Karnataka,Mangalore,1988-12-27,2020-10-13,,Customer Support,Customer Support Rep,High School,Good,No,22312,22535
HR04491,Suresh,Mehta,Female,Tamil Nadu,Coimbatore,1989-06-03,2015-04-27,,Sales,Sales Executive,Bachelor's,Needs Improvement,Yes,66014,71408
HR04492,Aditya,Iyer,Male,West Bengal,Kolkata,1983-11-17,2015-10-09,,Sales,Sales Executive,Diploma,Good,Yes,79055,81442
HR04493,Amit,Joshi,Male,Telangana,Hyderabad,1984-07-18,2018-10-26,,Sales,Account Executive,Diploma,Excellent,No,59102,60887
HR04494,Aarav,Pandey,Male,Delhi,Rohini,1970-08-30,2016-05-29,,IT,DevOps Engineer,Bachelor's,Good,Yes,127051,136072
HR04495,Priya,Joshi,Male,Gujarat,Surat,1974-11-20,2015-03-04,,Customer Support,Support Team Lead,High School,Good,No,116250,118575
HR04496,Tara,Nair,Female,Telangana,Warangal,1993-11-18,2020-11-28,2021-09-02,IT,Software Engineer,Master's,Excellent,No,115324,130687
HR04497,Isha,Joshi,Male,Punjab,Chandigarh,1999-08-15,2024-08-05,,R&D,Research Associate,Master's,Satisfactory,Yes,64024,70426
HR04498,Aarav,Shah,Female,Maharashtra,Pune,1996-09-19,2022-03-26,,IT,IT Support,Bachelor's,Good,No,33667,36418
HR04499,Suresh,Kumar,Male,Gujarat,Ahmedabad,1984-02-20,2024-11-26,,Operations,Supply Chain Analyst,Bachelor's,Good,No,112206,120173
HR04500,Krishna,Kulkarni,Male,Uttar Pradesh,Agra,1982-07-17,2018-12-08,,HR,HR Executive,Bachelor's,Satisfactory,Yes,66398,71112
HR04501,Priya,Bhattacharya,Male,Maharashtra,Aurangabad,1963-10-15,2019-05-11,,Legal,Legal Counsel,Master's,Good,No,182399,206658
HR04502,Sai,Tripathi,Female,Rajasthan,Bikaner,1991-03-07,2021-05-28,,Sales,Senior Sales Executive,Bachelor's,Satisfactory,No,79762,86279
HR04503,Tara,Kulkarni,Male,Tamil Nadu,Tiruchirappalli,1965-11-23,2016-05-27,,Finance,Finance Manager,Bachelor's,Good,No,128905,138057
HR04504,Krishna,Reddy,Male,Maharashtra,Pune,1977-01-16,2021-08-06,,Operations,Logistics Coordinator,Bachelor's,Good,No,63910,68448
HR04505,Tara,Nath,Female,Punjab,Patiala,1965-04-06,2021-12-29,,Legal,Legal Counsel,Master's,Good,Yes,191451,221252
HR04506,Vihaan,Chopra,Male,Delhi,Saket,1981-08-24,2016-07-12,,Operations,Operations Executive,Bachelor's,Good,No,27314,28966
HR04507,Vihaan,Agarwal,Female,Gujarat,Rajkot,1978-02-09,2021-07-31,,Marketing,Marketing Manager,Master's,Good,No,170259,194851
HR04508,Aarav,Patel,Male,West Bengal,Siliguri,1985-03-31,2023-05-04,,Operations,Operations Manager,Diploma,Satisfactory,No,90370,94021
HR04509,Sunil,Ghosh,Male,Maharashtra,Pune,1985-12-15,2019-03-07,,Legal,Legal Counsel,Master's,Good,No,98678,109631
HR04510,Priya,Jain,Male,Uttar Pradesh,Meerut,1996-02-07,2020-10-28,,Finance,Finance Analyst,Bachelor's,Good,No,69813,73304
HR04511,Anil,Reddy,Male,Rajasthan,Bikaner,1988-08-03,2016-10-10,,Marketing,Marketing Executive,Bachelor's,Good,Yes,30881,32749
HR04512,Isha,Nair,Female,Punjab,Chandigarh,1987-08-20,2023-02-18,2024-06-05,Admin,Admin Executive,High School,Excellent,Yes,77561,80694
HR04513,Pooja,Singh,Female,West Bengal,Howrah,1992-05-21,2022-11-22,,Operations,Operations Executive,Bachelor's,Good,No,49423,53461
HR04514,Pavan,Iyer,Male,Karnataka,Mangalore,1996-11-11,2019-05-31,,Operations,Logistics Coordinator,Bachelor's,Satisfactory,No,84824,89065
HR04515,Reyansh,Reddy,Male,Delhi,Rohini,1987-06-05,2022-02-02,,HR,HR Executive,Master's,Satisfactory,Yes,86804,96439
HR04516,Kiran,Iyer,Female,West Bengal,Siliguri,1992-07-11,2022-06-07,,IT,IT Support,Diploma,Needs Improvement,Yes,23506,24700
HR04517,Pavan,Verma,Male,Karnataka,Hubli,1970-03-07,2023-05-07,,IT,QA Engineer,Bachelor's,Satisfactory,Yes,76148,82354
HR04518,Aadhya,Reddy,Male,Karnataka,Mangalore,1985-11-10,2018-11-26,,Customer Support,Customer Support Rep,High School,Good,No,19378,19572
HR04519,Rohit,Shah,Female,West Bengal,Howrah,1991-09-06,2017-11-24,2018-11-08,Customer Support,Customer Support Rep,Bachelor's,Good,No,26139,28275
HR04520,Suresh,Pandey,Female,Gujarat,Vadodara,1982-11-08,2021-02-17,,Operations,Operations Manager,Bachelor's,Good,No,98785,107915
HR04521,Vivaan,Sharma,Male,Delhi,Rohini,1986-06-21,2021-01-02,,Customer Support,Support Team Lead,High School,Good,No,72712,73439
HR04522,Ananya,Singh,Male,Delhi,Rohini,1978-05-11,2020-05-27,,Operations,Operations Executive,Diploma,Satisfactory,Yes,58295,60650
HR04523,Anil,Chopra,Female,Gujarat,Rajkot,1986-10-01,2021-03-14,,Finance,Finance Manager,Master's,Good,No,186458,211298
HR04524,Ritika,Chopra,Male,Delhi,New Delhi,1977-05-04,2022-06-03,2023-12-03,Finance,Finance Manager,Master's,Satisfactory,Yes,157525,176743
HR04525,Krishna,Singh,Male,Uttar Pradesh,Agra,1969-12-23,2015-05-22,,Operations,Logistics Coordinator,Bachelor's,Satisfactory,Yes,43619,46716
HR04526,Aditya,Nair,Female,Rajasthan,Udaipur,1990-03-18,2024-10-24,,Marketing,SEO Specialist,Bachelor's,Satisfactory,Yes,55867,60432
HR04527,Saanvi,Singh,Male,Karnataka,Mangalore,1964-10-28,2019-12-23,,IT,Senior Software Engineer,Bachelor's,Satisfactory,No,178373,192910
HR04528,Diya,Bose,Male,Telangana,Warangal,1965-06-12,2021-10-29,2022-07-24,IT,Senior Software Engineer,Master's,Satisfactory,No,93162,105553
HR04529,Sai,Singh,Male,Tamil Nadu,Chennai,1993-10-26,2023-05-29,,Customer Support,Senior Support Rep,Bachelor's,Excellent,No,85901,91098
HR04530,Ananya,Mehta,Female,Delhi,Saket,1972-08-10,2022-09-11,,IT,Senior Software Engineer,Master's,Excellent,No,120381,137769
HR04531,Aarohi,Kumar,Female,Telangana,Hyderabad,1969-09-28,2021-01-27,,Finance,Finance Manager,Master's,Satisfactory,No,144183,166627
HR04532,Sunil,Nair,Female,Telangana,Hyderabad,1998-12-23,2022-01-31,,Sales,Account Executive,Diploma,Needs Improvement,No,114216,118830
HR04533,Myra,Saxena,Female,Delhi,New Delhi,1987-10-26,2022-06-09,,Marketing,Content Strategist,Bachelor's,Satisfactory,No,115068,124470
HR04534,Aditya,Shah,Male,Karnataka,Bengaluru,1994-08-10,2022-05-09,,Sales,Sales Executive,Diploma,Good,No,80573,83006
HR04535,Isha,Chopra,Female,Gujarat,Surat,1995-01-08,2023-11-20,,HR,Talent Acquisition Specialist,Bachelor's,Excellent,Yes,105912,114566
HR04536,Isha,Kulkarni,Male,Telangana,Hyderabad,1981-02-19,2016-10-07,,Operations,Operations Executive,Diploma,Good,No,31068,32323
HR04537,Vivaan,Agarwal,Female,Gujarat,Vadodara,1993-03-07,2023-08-05,,Customer Support,Customer Support Rep,High School,Good,No,57703,59446
HR04538,Ananya,Kohli,Female,Rajasthan,Jaipur,1995-03-15,2017-07-28,,Finance,Finance Analyst,Bachelor's,Needs Improvement,Yes,105601,113099
HR04539,Kiran,Khan,Male,Punjab,Ludhiana,1959-02-06,2018-05-06,,IT,Senior Software Engineer,Bachelor's,Excellent,No,157171,169980
HR04540,Saanvi,Joshi,Male,Tamil Nadu,Coimbatore,1984-01-18,2019-01-07,,R&D,Research Associate,Master's,Good,Yes,66636,74033
HR04541,Vivaan,Gupta,Male,Delhi,New Delhi,1962-09-15,2022-04-05,,Legal,Legal Counsel,Master's,Good,Yes,198801,225242
HR04542,Aarohi,Dutta,Male,West Bengal,Durgapur,1999-12-12,2020-12-22,,Admin,Office Assistant,High School,Needs Improvement,Yes,15832,15832
HR04543,Ananya,Ghosh,Male,Tamil Nadu,Coimbatore,1977-02-18,2021-05-28,,Sales,Sales Executive,Bachelor's,Good,Yes,63290,67784
HR04544,Vihaan,Mehta,Female,Tamil Nadu,Chennai,1976-09-02,2019-07-26,,Sales,Sales Manager,Bachelor's,Good,Yes,119808,130881
HR04545,Vivaan,Kumar,Male,West Bengal,Kolkata,1978-10-29,2020-05-11,2023-11-28,Marketing,Content Strategist,Bachelor's,Satisfactory,Yes,53698,57511
HR04546,Tara,Patel,Male,Maharashtra,Mumbai,1969-05-08,2018-07-25,,Operations,Supply Chain Analyst,Bachelor's,Satisfactory,No,87276,93473
HR04547,Sai,Dutta,Female,Telangana,Hyderabad,1990-03-11,2020-03-06,,IT,Software Engineer,Master's,Satisfactory,No,108888,123394
HR04548,Ishaan,Verma,Male,Maharashtra,Nagpur,1982-03-08,2021-04-29,,Sales,Sales Executive,Bachelor's,Good,No,33400,35771
HR04549,Reyansh,Naik,Female,Tamil Nadu,Chennai,1976-03-12,2018-07-10,,Sales,Senior Sales Executive,Diploma,Good,No,79434,84296
HR04550,Rohit,Sharma,Male,Karnataka,Bengaluru,1993-04-17,2022-02-08,,Operations,Supply Chain Analyst,Bachelor's,Good,No,94478,100194
HR04551,Ishaan,Chopra,Female,Uttar Pradesh,Kanpur,1991-04-09,2019-04-25,,IT,Software Engineer,Bachelor's,Needs Improvement,Yes,71543,77389
HR04552,Krishna,Rao,Male,Tamil Nadu,Madurai,1981-07-13,2018-04-03,,Customer Support,Customer Support Rep,High School,Good,No,32644,33297
HR04553,Vihaan,Kulkarni,Female,Delhi,Dwarka,1978-05-11,2020-05-04,,R&D,Research Associate,PhD,Satisfactory,No,44496,53238
HR04554,Ananya,Desai,Male,Gujarat,Vadodara,1993-04-21,2023-06-20,,IT,DevOps Engineer,Bachelor's,Satisfactory,No,117568,124681
